nome_cliente_22;codice_articolo_22;articolo_colore_22;unità_di_misura_22;quantita_22;imponibile_22
REMMERT SPA;PF0037070/20XP61008;70/2 ELAS RIT PA 6 - BLU 805;KG;336,429996490479;4137,45
REMMERT SPA;PF0037070/20XP61016;70/2 ELAS RIT PA 6 - GRIGIO 630;KG;100,969999790192;1271,98
REMMERT SPA;PF0037070/20XP61019;70/2 ELAS RIT PA 6 - BLU 295;KG;126,5;1613,16
REMMERT SPA;PF0037070/20XP61020;70/2 ELAS RIT PA 6 - GRIGIO 749;KG;43,8300004005432;569,79
REMMERT SPA;PF0037070/20XP61024;70/2 ELAS RIT PA 6 - BLU 701;KG;55,4000012874603;745,13
REMMERT SPA;PF0037070/20XP61032;70/2 ELAS RIT PA 6 - GRIGIO 266;KG;124,740000724792;1603,77
REMMERT SPA;PF0037070/20XP61120;70/2 ELAS RIT PA 6 - BEIGE 769;KG;48,9800004959106;658,78
REMMERT SPA;PF0037070/20XP61127;70/2 ELAS RIT PA 6 - FUXIA 233;KG;69,2299995422363;877,44
REMMERT SPA;PF0037070/20XP61128;70/2 ELAS RIT PA 6 - ROSSO 238;KG;25,8100004196167;335,53
REMMERT SPA;PF0037070/20XP61133;70/2 ELAS RIT PA 6 - GREGGIO;KG;205,079998970032;1886,71
REMMERT SPA;PF0037070/20XP61151;70/2 ELAS RIT PA 6 - MARRONE 252;KG;38,5000009536743;500,5
REMMERT SPA;PF0037070/20XP61186;70/2 ELAS RIT PA 6 - BEIGE 322;KG;104,499998807907;1192,64
REMMERT SPA;PF0037070/20XP61221;70/2 ELAS RIT PA 6 - ORTENSIA 609;KG;24,75;264,82
REMMERT SPA;PF0037070/20XP61222;70/2 ELAS RIT PA 6 - VICUNA A CAMPIONE;KG;165,989999771118;1924,08
REMMERT SPA;PF0037070/20XP61223;70/2 ELAS RIT PA 6 - VIOLA 317;KG;44,3400011062622;540,94
REMMERT SPA;PF0037070/20XP61224;70/2 ELAS RIT PA 6 - FUXIA 318 ;KG;40,8200016021729;498,01
REMMERT SPA;PF0037070/20XP61225;70/2 ELAS RIT PA 6 - LILLA 831;KG;43,5700006484985;531,56
REMMERT SPA;PF0037070/20XP61228;70/2 ELAS RIT PA 6 - ROSSO 239;KG;20,4200000762939;274,65
REMMERT SPA;PF0037070/30XFL1189;70/3 ELAS RITORTO FLEXY 120 GIRI PA 6 - GRIGIO 877C;KG;45,6499996185303;488,46
REMMERT SPA;PF0037070/40XP61133;70/4 ELAS RIT PA 6 - GREGGIO;KG;10;85
REMMERT SPA;PF0037156/10!661013;156/1  RIT 110 S PA 66 - BIANCO;KG;97,4700012207031;1949,4
REMMERT SPA;PF0037786820M661000;78/68/2  RIT 200 GIRI PA 66 MICRO - CANDIDO;KG;337,680002450943;5934,15
REMMERT SPA;PF0037786820M661008;78/68/2  RIT 200 GIRI PA 66 MICRO - BLU 805;KG;135,399998664856;2301,8
REMMERT SPA;PF0037786820M661013;78/68/2  RIT 200 GIRI PA 66 MICRO - BIANCO;KG;242,829999446869;4199,68
REMMERT SPA;PF0037786820M661034;78/68/2  RIT 200 GIRI PA 66 MICRO - NERO;KG;228,240001678467;4063,41
REMMERT SPA;PF0037786820M661041;78/68/2  RIT 200 GIRI PA 66 MICRO - GRIGIO 270;KG;71,8399991989136;1149,44
REMMERT SPA;PF0037786820M661229;78/68/2  RIT 200 GIRI PA 66 - BLU N011;KG;53,8999996185303;1013,31
REMMERT SPA;PF0037LUC700XP61005;70 LUCIDO RIT PA 6 - NERO;KG;1,04999995231628;30
REMMERT SPA;PR00370001;;;0;445,11
REMMERT SPA;PR00370006;;;0;34,62
REMMERT SPA;PR00370019;;;0;194,48
SARA SPORTLINE SRL;;;KG;67021,8001098633;429372,19
SARA SPORTLINE SRL;;;NR;2;-76747,31
SARA SPORTLINE SRL;;;;0;0
SARA SPORTLINE SRL;PF0039070/20XEX1001;70/2 ELAS RIT FLEXI PA 66 - ROSSO;KG;209,24000120163;2113,34
SARA SPORTLINE SRL;PF0039070/20XEX1002;70/2 ELAS RIT FLEXI PA 66 - NERO;KG;1390,48999583721;14463,84
SARA SPORTLINE SRL;PF0039070/20XEX1008;70/2 ELAS RIT FLEXI PA 66 - BIANCO A CAMPIONE;KG;1194,86000227928;12068,18
SARA SPORTLINE SRL;PF0039070/20XEX1009;70/2 ELAS RIT FLEXI PA 66 - NERO SP;KG;1619,8099937439;13516,9
SARA SPORTLINE SRL;PF0039070/30XFL1000;70/3 ELAS RIT FLEXY PA 6 - CANDIDO;KG;206,389998912811;2311,56
SARA SPORTLINE SRL;PF0039070/30XFL1002;70/3 ELAS RIT FLEXY PA 6 - NERO;KG;166,380001068115;1863,46
SARA SPORTLINE SRL;PF0039070/40XEX1000;70/4 ELAS RIT FLEXI PA 66 - CANDIDO;KG;529,540000200272;6672,18
SARA SPORTLINE SRL;PF0039070/40XEX1001;70/4 ELAS RIT FLEXI PA 66 - ROSSO;KG;195,209999084473;2459,65
SARA SPORTLINE SRL;PF0039070/40XEX1002;70/4 ELAS RIT FLEXI PA 66 - NERO;KG;214,18000125885;2698,66
SARA SPORTLINE SRL;PF003978SQS0I661000;78/68/2 QSKIN INT. PA 66 - CANDIDO;KG;2718,89999508858;22856,2
SARA SPORTLINE SRL;PF003978SQS0I661002;78/68/2 QSKIN INT. PA 66 - NERO;KG;2717,82000684738;17288,79
SARA SPORTLINE SRL;PF0039LU1400XP61005;140 LUCIDO RIT 200 S PA 6 - GREGGIO;KG;15,7600002288818;212,76
TONOLI  SRL;;;NR;1;70788,7
LIABEL SPA;;;;;
LIABEL SPA;PF0070020/10A661000;20/1 ELAS APE PA 66 - BORDO';KG;16,3999996185303;623,2
LIABEL SPA;PR00700019;;;0;32,8
TEA SRL;;;;;
TEA SRL;PF0073070/20X661001;70/2 ELAS RIT PA 66 - BEIGE SOLITO;KG;131,579998850822;1660,15
TEA SRL;PF0073070/20X661003;70/2 ELAS RIT PA 66 - CANDIDO;KG;85,9399995803833;1048,46
TEA SRL;PF0073070/20X661004;70/2 ELAS RIT PA 66 - NERO;KG;80,600001335144;983,31
TEA SRL;PF0073100/10X661012;100/1 ELAS RIT PA 66 - BEIGE SCURO;KG;97,3100008964539;1148,27
TEA SRL;PF0073100/20X661006;100/2 ELAS RIT PA 66 - GREGGIO;KG;241,630001068115;2629,45
CALZIFICIO PEDACI ANTONIO;;;NR;1;1336,8
CALZIFICIO PEDACI ANTONIO;;;;0;0
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1001;70/3 ELAS RIT FLEXY PA 6 - NERO;KG;1109,31999540329;11763,7
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1003;70/3 ELAS RIT FLEXY PA 6 - ARANCIO EVO;KG;372,869999885559;3810,73
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1004;70/3 ELAS RIT FLEXY PA 6 - ARANCIO MAC FLUO;KG;84,0499992370605;924,55
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1005;70/3 ELAS RIT FLEXY PA 6 - ROSSO 05;KG;239,599999427795;2512,39
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1006;70/3 ELAS RIT FLEXY PA 6 - ROSSO 238;KG;81,1799993515015;829,66
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1008;70/3 ELAS RIT FLEXY PA 6 - ROSSO AMSTERDAM;KG;1830,66000056267;19092,4
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1009;70/3 ELAS RIT FLEXY PA 6 - BIANCO OTTICO;KG;601,779997348785;6619,58
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1011;70/3 ELAS RIT FLEXY PA 6 - YELLOW SPEC;KG;40,9500002861023;450,45
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1030;70/3 ELAS RIT FLEXY PA 6 - BLU MARINO;KG;161,439998626709;1775,84
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1033;70/3 ELAS RIT FLEXY PA 6 - BLU EVO;KG;1694,52000212669;17701,46
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1034;70/3 ELAS RIT FLEXY PA 6 - ROYAL SPONSOR;KG;246,040000915527;2645,03
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1035;70/3 ELAS RIT FLEXY PA 6 - GROC;KG;310,470001220703;3173
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1041;70/3 ELAS RIT FLEXY PA 6 - BLU LAZIO;KG;82,4399995803833;842,55
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1044;70/3 ELAS RIT FLEXY PA 6 - GIALLO FLUO;KG;228,550002098083;2335,77
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1045;70/3 ELAS RIT FLEXY PA 6 - BLU HELLAS;KG;82,4399995803833;906,84
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1051;70/3 ELAS RIT FLEXY PA 6 - ARANCIO 09;KG;164,359998703003;1745,43
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1053;70/3 ELAS RIT FLEXY PA 6 - AZZURRO E 16;KG;80,539999961853;823,11
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1057;70/3 ELAS RIT FLEXY PA 6 - GIALLO EVO;KG;407,85999584198;4173,27
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1068;70/3 ELAS RIT FLEXY PA 6 - GIALLO BRILL (15);KG;125,35000038147;1316,52
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1071;70/3 ELAS RIT FLEXY PA 6 - BLU SHARK;KG;149,08000087738;1523,59
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1075;70/3 ELAS RIT FLEXY PA 6 - GAROFANO FLUO;KG;74,939998626709;765,9
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1076;70/3 ELAS RIT FLEXY PA 6 - BLU LIGHT;KG;139,66999912262;1536,37
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1077;70/3 ELAS RIT FLEXY PA 6 - GK GREY;KG;97,5799984931946;997,27
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1080;70/3 ELAS RIT FLEXY PA 6 - VERDE SANTI;KG;45,960000038147;505,56
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1084;70/3 ELAS RIT FLEXY PA 6 - COOL GREY 1C;KG;83,589998960495;854,3
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1086;70/3 ELAS RIT FLEXY PA 6 - ITALIA;KG;617,940003395081;6432,42
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1087;70/3 ELAS RIT FLEXY PA 6 - VERDE ELDERA;KG;456,609997391701;4790,64
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1089;70/3 ELAS RIT FLEXY PA 6 - ROYAL DEPOR;KG;84,4000005722046;894,49
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1092;70/3 ELAS RIT FLEXY PA 6 - BLU GAS;KG;43,2800006866455;441,46
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1111;70/3 ELAS RIT FLEXY PA 6 - VERDE MAC;KG;142,319998145103;1454,52
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1112;70/3 ELAS RIT FLEXY PA 6 - GRANATA 160104;KG;230,200001239777;2419,29
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1113;70/3 ELAS RIT FLEXY PA 6 - BORDEAUX 241;KG;221,96999835968;2332,33
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1114;70/3 ELAS RIT FLEXY PA 6 - CIELO 1860;KG;128,500000953674;1348,59
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1115;70/3 ELAS RIT FLEXY PA 6 - GRIGIO ZOFF;KG;42,5300006866455;434,66
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1116;70/3 ELAS RIT FLEXY PA 6 - FLORENTIA;KG;80,0999999046326;818,62
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1117;70/3 ELAS RIT FLEXY PA 6 - VERDONE 5463;KG;19,7600002288818;201,94
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1118;70/3 ELAS RIT FLEXY PA 6 - E 20 FRANCESE;KG;82,2799997329712;840,9
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1119;70/3 ELAS RIT FLEXY PA 6 - GIALLO 10;KG;326,819997787476;3340,11
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1122;70/3 ELAS RIT FLEXY PA 6 - CELESTE 324;KG;44,4700002670288;454,48
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1123;70/3 ELAS RIT FLEXY PA 6 - WYNE 222;KG;44,8699994087219;458,57
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1124;70/3 ELAS RIT FLEXY PA 6 - CIANO;KG;82,7100005149841;845,29
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1125;70/3 ELAS RIT FLEXY PA 6 - GRANATA MAC;KG;151,439997196198;1665,84
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1126;70/3 ELAS RIT FLEXY PA 6 - LILLA JOHN;KG;85,0699987411499;905,58
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1129;70/3 ELAS RIT FLEXY PA 6 - NAZIONALE;KG;82,9200015068054;912,12
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1132;70/3 ELAS RIT FLEXY PA 6 - VIOLA GLORY;KG;44,4400005340576;488,84
CALZIFICIO PEDACI ANTONIO;PF0079070/30XFL1133;70/3 ELAS RIT FLEXY PA 6 - ROSSO DRV;KG;39,6399989128113;436,04
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1001;70/3 EL RIT RENYCLE 100 GRS FLEXY PA 6 - NERO;KG;5444,67001628876;69989,99
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1004;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ARANCIO MAC FLUO;KG;179,439999341965;1796,95
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1006;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROSSO 238;KG;349,420000076294;3501,19
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1007;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - FRANCIA;KG;248,750000953674;2571,26
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1009;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BIANCO OTTICO;KG;3613,66000533104;39159,95
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1010;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU RS;KG;109,609998703003;1101,59
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1019;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU CLER;KG;46,5699996948242;466,63
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1028;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU KSC;KG;41,1000003814697;413,06
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1033;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU EVO;KG;803,850001454353;8723,09
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1034;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROYAL SPONSOR;KG;280,920000076294;2811,77
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1035;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GROC;KG;555,409997463226;5558,98
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1037;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROYAL KRAK;KG;48,4999995231628;487,42
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1039;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GOLD HAJDUK;KG;162,420002937317;1627,45
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1041;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU LAZIO;KG;160,929998397827;1612,51
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1042;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - WATER UDI;KG;312,02999830246;3125,47
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1043;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROYAL SAMP;KG;153,130000114441;1531,3
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1044;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GIALLO FLUO;KG;499,869999408722;6998,18
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1045;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU HELLAS;KG;169,879999160767;1702,2
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1048;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU ALB;KG;43,5699999332428;437,88
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1049;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROYAL FIR;KG;460,519998550415;4618,95
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1052;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - PETROIL EELS;KG;44,5999994277954;490,6
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1059;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROSSO ALB;KG;85,6199989318848;857,91
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1060;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - VERDE WRU;KG;252,569999694824;2530,77
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1067;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GIALLONE;KG;81,8799996376038;820,42
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1076;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU LIGHT;KG;798,199999809265;11174,8
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1077;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GK GREY;KG;327,470001220703;4009,94
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1078;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROSSO ESP;KG;81,9299993515015;820,94
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1081;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROSA FLUO 36;KG;237,690000534058;2378,54
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1083;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - LEV CARDINAL;KG;295,460001945496;3520,52
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1084;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - COOL GREY 1C;KG;149,060000419617;1490,6
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1086;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ITALIA;KG;79,7899990081787;877,69
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1088;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU ASTRO;KG;83,5900011062622;840,09
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1089;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROYAL DEPOR;KG;41,6599998474121;418,68
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1090;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROJO 7079;KG;178,819997787476;1795,91
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1091;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - VERDE FLUO ;KG;152,299997329712;1526,03
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1093;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - OVER WATER;KG;45,1100006103516;452
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1094;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU BOLT;KG;149,369999408722;1496,69
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1095;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU NORD;KG;89,1299991607666;893,08
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1096;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - VERDE ALB;KG;10,9800002574921;110,01
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1097;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - AZZURRO 285;KG;290,10000038147;2906,8
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1098;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU BURN;KG;144,690001487732;1449,8
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1099;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU BASEL;KG;144,299998283386;1445,88
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1100;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GRIGIO BASEL;KG;100,130000352859;1003,3
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1101;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - TURCHESE RAS;KG;45,4699993133545;455,61
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1102;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ARANCIO NICE;KG;83,25;834,16
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1103;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - CIELO SHEFF;KG;45,6400008201599;457,32
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1104;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - VIOLA PAOK;KG;45,3699998855591;454,61
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1105;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - LILLA 528;KG;83,8199996948242;839,87
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1106;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - FUXIA 674;KG;20,5799999237061;206,22
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1107;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GIALLO DAC;KG;44,5600004196167;446,49
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1108;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROYAL DAC;KG;2,06999999284744;20,74
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1109;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GIALLO UDI;KG;85,2600002288818;854,31
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1110;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GRIGIO UDI;KG;43,5599994659424;436,48
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1118;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - E 20 FRANCESE;KG;323,600004196167;3242,48
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1119;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GIALLO 10;KG;194,440001487732;1948,29
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1120;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROSSO EMILIA;KG;106,059998512268;1062,72
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1121;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - ROSA QUARTZ;KG;78,6200017929077;787,78
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1125;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GRANATA MAC;KG;84,2700021266937;844,39
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1127;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - VERDE SCO;KG;81,6800005435944;854,26
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1128;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - VERDE GAL;KG;89,9999990463257;946,25
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1130;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - BLU ZEL;KG;20,3899998664856;224,29
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1131;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GRIGIO ALLOY;KG;41,1700010299683;452,87
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1134;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - RED NEON FLUO;KG;138,770002154633;1942,78
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1135;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - VERDE BO;KG;106,090000510216;1485,26
CALZIFICIO PEDACI ANTONIO;PF0079070/30XRF1136;70/3 ELAS RIT RENYCLE 100% GRS FLEXY PA 6 - GRIGIO OTTAWA;KG;21,909999370575;306,74
CALZIFICIO PEDACI ANTONIO;PF0079786810IFL1001;78/68/1 ELAS INT. FLEXY PA 6 - NERO;KG;52,4300004243851;629,16
CALZIFICIO PEDACI ANTONIO;PR00790006;;;0;797,84
CALZIFICIO PEDACI ANTONIO;PR00790019;;;0;191,38
NEW KOKO'S  SRL;;;KG;17,1700000762939;-171,7
NEW KOKO'S  SRL;;;NR;;195,09
NEW KOKO'S  SRL;;;;0;0
NEW KOKO'S  SRL;PF0084070/10AEX1115;70/1 EL AP FLEXI PA 66 - 37388 OLIVA KONA V140;KG;18,6399993896484;238,59
NEW KOKO'S  SRL;PF0084070/30XFL1037;70/3 ELAS RIT FLEXY PA 6 - 36759 NERO;KG;152,240000605583;1522,4
NEW KOKO'S  SRL;PF0084070/30XFL1043;70/3 ELAS RIT FLEXY PA 6 - 36758 BIANCO E1;KG;145,130001544952;1477,47
NEW KOKO'S  SRL;PF0084070/30XFL1087;70/3 ELAS RIT FLEXY PA 6 - 36983 PRUGNA 8158 P104;KG;39,289999961853;418,44
NEW KOKO'S  SRL;PF0084070/30XFL1088;70/3 ELAS RIT FLEXY PA 6 - 37711 GIALLO CORN G065;KG;40,460000872612;430,91
NEW KOKO'S  SRL;PF0084070/30XFL1115;70/3 ELAS RIT FLEXY PA 6 - 37858 OLIVA KONA V140;KG;61,9000005722046;649,96
NEW KOKO'S  SRL;PF0084070/30XFL1117;70/3 ELAS RIT FLEXY PA 6 - 37597 FATHOM J011;KG;121,60000038147;1311,3
NEW KOKO'S  SRL;PF0084070/40XFL1082;70/4 ELAS RIT FLEXY PA 6 - 36446 SPORT ORANGE FLUO A082;KG;39,0799999237061;437,7
NEW KOKO'S  SRL;PF0084786820(RF1018;78/68/2  INT.SD RENYCLE 100% GRS FLEXY PA 6 - 30380 BIANCO B016;KG;98,7200012207031;1776,96
NEW KOKO'S  SRL;PF008478QSK0IEX1008;78/68/2 QSKIN INT. FLEXI PA 66 - 38691 NERO;KG;48,2900009155273;917,51
NEW KOKO'S  SRL;PF008478QSK0IEX1123;78/68/2 QSKIN INT. FLEXI PA 66 - 39489 OTTANIO B198;KG;21,9099998474121;416,29
NEW KOKO'S  SRL;PF008478QSK0IEX1124;78/68/2 QSKIN INT. FLEXI PA 66 - 40450 VERDE MAR V300;KG;20,0799999237061;399,59
